,diseases,#White,FPR_White,FNR_White,#Black,FPR_Black,FNR_Black,#Hisp,FPR_Hisp,FNR_Hisp,#Other,FPR_Other,FNR_Other,#Asian,FPR_Asian,FNR_Asian,#American,FPR_American,FNR_American
0,No Finding,20900,0.111,0.254,3225,0.187,0.168,1256,0.172,0.164,2941,0.094,0.207,2361,0.086,0.215,343,0.102,0.336
