diseases,#60-80,FPR_60-80,Gap_60-80,#40-60,FPR_40-60,Gap_40-60,#20-40,FPR_20-40,Gap_20-40,#80-,FPR_80-,Gap_80-,#0-20,FPR_0-20,Gap_0-20
Enlarged Cardiomediastinum,2417,0.303,0.08370413762557949,2496,0.219,0.0,1243,0.187,-0.03250542783175525,783,0.46,0.2406194739168877,87,0.161,-0.05823110079575597
Cardiomegaly,3189,0.367,0.10163752835436751,3080,0.265,0.0,1499,0.216,-0.04879096887102222,1089,0.499,0.23368752459661551,98,0.122,-0.14248608534322818
Lung Opacity,2141,0.357,0.1041451114172367,2243,0.238,-0.015536380412760953,1084,0.21,-0.04283245364099211,848,0.52,0.2668826128492954,79,0.253,0.0
Lung Lesion,6444,0.092,0.010193066212546162,5157,0.082,0.0,2008,0.096,0.014285016227508038,3012,0.076,-0.00613331046571905,143,0.07,-0.011900451691027603
Edema,4170,0.284,0.057606089041810055,3771,0.211,-0.015002363575570998,1661,0.186,-0.04005444598591734,1643,0.358,0.1317949667892773,115,0.226,0.0
Consolidation,3689,0.3,0.09853858192539389,3398,0.201,0.0,1498,0.184,-0.016754927700343647,1628,0.319,0.11840973082880085,111,0.189,-0.011811399392329336
Pneumonia,5684,0.185,0.03027375890699796,4597,0.138,-0.016891137821385765,1841,0.155,0.0,2581,0.194,0.03930363974736201,138,0.13,-0.024372387407599838
Atelectasis,3068,0.336,0.10630141569844587,2938,0.23,0.0,1416,0.199,-0.030595585605335124,1307,0.396,0.16581422856348205,96,0.208,-0.021414794644883134
Pneumothorax,6656,0.07,0.0,5309,0.069,-0.0015232037487140915,2078,0.099,0.028671042098541488,3157,0.045,-0.025483329551546023,137,0.109,0.039026310710275125
Pleural Effusion,3777,0.302,0.10978391478788616,3458,0.192,0.0,1644,0.179,-0.013475575519371147,1613,0.342,0.14929181172206588,107,0.121,-0.07081236520488858
Pleural Other,6603,0.089,0.0173212808951346,5228,0.072,0.0,2180,0.055,-0.017141994763552645,2923,0.099,0.027141872194800437,151,0.02,-0.051861601057981224
Fracture,5357,0.174,0.02894709521021016,4462,0.134,-0.010188686196373642,1825,0.145,0.0,2257,0.248,0.10345943518186948,127,0.094,-0.050169345270197396
Support Devices,2935,0.206,0.006866375378514922,2307,0.172,-0.027181544846502037,1009,0.17,-0.028800695937055504,1636,0.199,0.0,59,0.203,0.004123326840992925
No Finding,6526,0.056,-0.015235879574750512,4770,0.071,0.0,1797,0.087,0.016508296496956842,3033,0.056,-0.01480942338677068,125,0.072,0.0011404612159329058
