diseases,#60-80,FNR_60-80,Gap_60-80,#40-60,FNR_40-60,Gap_40-60,#20-40,FNR_20-40,Gap_20-40,#80-,FNR_80-,Gap_80-,#0-20,FNR_0-20,Gap_0-20
Enlarged Cardiomediastinum,5131,0.094,-0.01581380954703139,3441,0.11,0.0,1194,0.121,0.010460614610395769,2600,0.084,-0.025911631234211877,79,0.139,0.029098105864132806
Cardiomegaly,4359,0.109,0.0,2857,0.131,0.02158658059078683,938,0.138,0.02855670521642109,2294,0.09,-0.018734550548594908,68,0.103,-0.006028770765016261
Lung Opacity,5407,0.08,-0.019981867936939124,3694,0.1,0.0,1353,0.112,0.011170708497949766,2535,0.086,-0.014042602268831916,87,0.138,0.037497899669548
Lung Lesion,1104,0.383,-0.04541925465838509,780,0.429,0.0009157509157509125,429,0.385,-0.04395604395604391,371,0.429,0.0,23,0.652,0.22360248447204972
Edema,3378,0.147,-0.010384049611494639,2166,0.171,0.014066976992127639,776,0.157,0.0,1740,0.145,-0.011814195994786114,51,0.255,0.09768546593895289
Consolidation,3859,0.127,-0.01692450917638791,2539,0.126,-0.01851952840531021,939,0.15,0.006000200249401538,1755,0.144,0.0,55,0.2,0.055840455840455855
Pneumonia,1864,0.35,0.0,1340,0.308,-0.04211293318813658,596,0.305,-0.04495276089523864,802,0.401,0.05117437093960375,28,0.536,0.18539239730226853
Atelectasis,4480,0.111,-0.017105180893631222,2999,0.128,0.0,1021,0.14,0.012016085022137635,2076,0.128,-0.00039335526742698135,70,0.2,0.0719573191063688
Pneumothorax,892,0.47,-0.00937769339345712,628,0.482,0.0033754413356280044,359,0.479,0.0,226,0.584,0.10496216136268399,29,0.31,-0.1687638075112861
Pleural Effusion,3771,0.141,-0.009110845608548024,2479,0.15,0.0,793,0.151,0.0016669659439417228,1770,0.147,-0.002199492687729454,59,0.186,0.03678355815972817
Pleural Other,945,0.341,-0.07447665056360708,709,0.358,-0.05696633347642116,257,0.451,0.036144476399932346,460,0.415,0.0,15,0.533,0.11811594202898551
Fracture,2191,0.235,-0.036811919331007414,1475,0.272,0.0,612,0.302,0.03042317491968538,1126,0.246,-0.025860854381792447,39,0.359,0.08710995219469797
Support Devices,4613,0.057,-0.004577792189876612,3630,0.061,0.0,1428,0.067,0.006069865962914089,1747,0.102,0.04130433754204374,107,0.009,-0.05181123040086506
No Finding,1022,0.23,0.056847889699951526,1167,0.173,0.0,640,0.122,-0.051218401885175666,350,0.397,0.22404945525768147,41,0.171,-0.0023616945681024792
