,diseases,#White,FPR_White,FNR_White,#Black,FPR_Black,FNR_Black,#Hisp,FPR_Hisp,FNR_Hisp,#Other,FPR_Other,FNR_Other,#Asian,FPR_Asian,FNR_Asian,#American,FPR_American,FNR_American
0,No Finding,20900,0.116,0.246,3225,0.196,0.166,1256,0.174,0.156,2941,0.102,0.177,2361,0.098,0.184,343,0.128,0.275
