,diseases,#White,FPR_White,FNR_White,#Black,FPR_Black,FNR_Black,#Hisp,FPR_Hisp,FNR_Hisp,#Other,FPR_Other,FNR_Other,#Asian,FPR_Asian,FNR_Asian,#American,FPR_American,FNR_American
0,No Finding,20900,0.109,0.251,3225,0.185,0.179,1256,0.161,0.174,2941,0.091,0.186,2361,0.09,0.194,343,0.114,0.298
