,diseases,#White,FPR_White,FNR_White,#Black,FPR_Black,FNR_Black,#Hisp,FPR_Hisp,FNR_Hisp,#Other,FPR_Other,FNR_Other,#Asian,FPR_Asian,FNR_Asian,#American,FPR_American,FNR_American
0,No Finding,20900,0.114,0.247,3225,0.193,0.172,1256,0.176,0.149,2941,0.094,0.198,2361,0.091,0.204,343,0.122,0.26
