diseases,#60-80,FPR_60-80,Gap_60-80,#40-60,FPR_40-60,Gap_40-60,#20-40,FPR_20-40,Gap_20-40,#80-,FPR_80-,Gap_80-,#0-20,FPR_0-20,Gap_0-20
Enlarged Cardiomediastinum,8180,0.062,-0.0014171873585076475,6526,0.053,-0.010378933003349758,2794,0.078,0.0146267104105504,,,,216,0.065,0.0014171873585076544
Cardiomegaly,7536,0.113,0.0463970393947678,6172,0.073,0.0064563717951844485,2631,0.06,-0.006456371795184435,,,,213,0.033,-0.033265650118105616
Lung Opacity,4297,0.613,0.14300706270708496,3765,0.479,0.008673000306466394,1792,0.334,-0.13594806898778516,,,,143,0.462,-0.00867300030646645
Lung Lesion,8236,0.054,0.015162834686474308,6598,0.044,0.005084464579766183,2812,0.034,-0.00508446457976619,,,,226,0.031,-0.007894797036116348
Edema,6402,0.184,0.033143105662269384,5428,0.154,0.003026147001828655,2506,0.09,-0.060990735692674325,,,,189,0.148,-0.003026147001828655
Consolidation,8081,0.126,0.005088102273740541,6370,0.116,-0.005088102273740555,2752,0.104,-0.017696600503085955,,,,206,0.199,0.07777147919887836
Pneumonia,8386,0.073,0.002724516534855906,6664,0.061,-0.009479947888643037,2858,0.068,-0.002724516534855892,,,,214,0.103,0.03254948070522441
Atelectasis,7219,0.362,0.06789122962363353,5751,0.35,0.05588801711536362,2653,0.239,-0.05588801711536359,,,,200,0.2,-0.09448583091106655
Pneumothorax,7808,0.05,-0.008275144472414196,6279,0.056,-0.002226407334047692,2575,0.06,0.002226407334047685,,,,197,0.132,0.07401192800823822
Pleural Effusion,4916,0.279,0.10612713356180459,4210,0.205,0.03206067936406162,2116,0.138,-0.03516875456092569,,,,163,0.141,-0.03206067936406162
Pleural Other,8501,0.01,0.0006190452534195184,6758,0.009,-0.0006190452534195184,2882,0.018,0.008892595305619769,,,,224,0.0,-0.009497411634005491
Fracture,8289,0.032,-0.015190889875952775,6545,0.043,-0.004018296599508191,2814,0.051,0.004018296599508191,,,,221,0.063,0.016549371026982965
Support Devices,4053,0.214,-0.007721090052220908,3139,0.234,0.012195722597500652,1435,0.212,-0.009790018217446295,,,,109,0.229,0.007721090052220936
No Finding,7990,0.066,-0.07555945897622993,5950,0.132,-0.009709289121053816,2337,0.204,0.062037869305859944,,,,185,0.151,0.009709289121053843
