diseases,#60-80,FPR_60-80,Gap_60-80,#40-60,FPR_40-60,Gap_40-60,#20-40,FPR_20-40,Gap_20-40,#80-,FPR_80-,Gap_80-,#0-20,FPR_0-20,Gap_0-20
Enlarged Cardiomediastinum,8180,0.065,0.010295891889951517,6526,0.049,-0.0059816348284522786,2794,0.061,0.0059816348284522855,,,,216,0.028,-0.027085254537649678
Cardiomegaly,7536,0.095,0.039487161758767195,6172,0.066,0.010655581428173438,2631,0.044,-0.010655581428173432,,,,213,0.014,-0.04104085773825742
Lung Opacity,4297,0.616,0.1508772158575088,3765,0.489,0.024341793664502842,1792,0.352,-0.11278069850965766,,,,143,0.441,-0.024341793664502787
Lung Lesion,8236,0.038,0.008483322876213575,6598,0.035,0.005338485691383697,2812,0.024,-0.005338485691383701,,,,226,0.018,-0.011821447460791674
Edema,6402,0.19,0.02296984262299656,5428,0.165,-0.002028966012016853,2506,0.095,-0.07231113626104631,,,,189,0.169,0.002028966012016853
Consolidation,8081,0.095,0.0035914621909990257,6370,0.088,-0.0035914621909990257,2752,0.088,-0.004244847427025453,,,,206,0.194,0.10235723543592329
Pneumonia,8386,0.034,-0.003714745342674325,6664,0.032,-0.005710368299703547,2858,0.041,0.003714745342674332,,,,214,0.051,0.01417889581715815
Atelectasis,7219,0.356,0.05995761846171027,5751,0.341,0.04524921443052926,2653,0.251,-0.045249214430529205,,,,200,0.16,-0.13590884503738934
Pneumothorax,7808,0.041,-0.0036210783334102645,6279,0.041,-0.0034184529414584275,2575,0.048,0.0034184529414584275,,,,197,0.127,0.08255501594968867
Pleural Effusion,4916,0.276,0.10407266761329367,4210,0.205,0.03302336232482747,2116,0.139,-0.03302336232482747,,,,163,0.11,-0.06153531333785123
Pleural Other,8501,0.011,0.001668161944215674,6758,0.007,-0.0016681619442156749,2882,0.012,0.002878535120706892,,,,224,0.004,-0.0044545421074085045
Fracture,8289,0.042,-0.006697031510214106,6545,0.044,-0.005376975965211257,2814,0.057,0.007581531725517683,,,,221,0.054,0.005376975965211264
Support Devices,4053,0.223,-0.007464609376541337,3139,0.238,0.007464609376541337,1435,0.213,-0.01796571364739158,,,,109,0.275,0.04472009014380493
No Finding,7990,0.072,-0.09567205145427925,5950,0.142,-0.026456961162843518,2337,0.223,0.05479775381685825,,,,185,0.195,0.026456961162843518
