,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.4148148148148148,-0.022653061224489818,0.37671957671957673,-0.09161660169685856,0.13227513227513227,0.02265306122448979,0,,0.009523809523809525,0.18709750566893418
1,Cardiomegaly,0.4254942935219418,0.07448872100652304,0.33788779938916574,-0.004320314373457701,0.1186304452660344,0.004320314373457812,0,,0.006429834431763382,-0.2763707425371113
2,Lung Opacity,0.40417690417690416,0.10572051462228915,0.36049686049686047,0.043776021264807397,0.12257712257712258,-0.043776021264807397,0,,0.007644007644007644,-0.1160795529224593
3,Lung Lesion,0.423728813559322,0.08959270120560445,0.3832391713747646,0.04252199413489738,0.1167608286252354,-0.04252199413489735,0,,0.01224105461393597,-0.06237311076020752
4,Edema,0.44324324324324327,0.010590500641848521,0.3211948790896159,0.014280134759764418,0.0972972972972973,-0.010590500641848521,0,,0.001422475106685633,-0.16322207958921697
5,Consolidation,0.4088669950738916,0.0030120481927710108,0.36875439831104856,-0.06598914742941236,0.1301900070372977,0.0807717355910127,0,,0.00844475721323012,-0.003012048192771122
6,Pneumonia,0.3877143996808935,-0.02249355582688911,0.362983645791783,0.009706959706959728,0.15715995213402473,0.02969357207935891,0,,0.016753091344236137,-0.009706959706959672
7,Atelectasis,0.4519856770833333,0.051452504715084224,0.3497721354166667,0.008045357693909017,0.10823567708333333,-0.008045357693909017,0,,0.005533854166666667,-0.3236136902901054
8,Pneumothorax,0.3153526970954357,-0.03262264226302808,0.34716459197787,0.007873268829444113,0.24343015214384509,0.06815486969869444,0,,0.029045643153526972,-0.007873268829444113
9,Pleural Effusion,0.4737283398546674,0.09012230471274019,0.31512017887087757,0.0471303301429542,0.08342649524874231,-0.0471303301429542,0,,0.006567915036333147,-0.06092269622870217
10,Pleural Other,0.4375,0.026582203540346905,0.41776315789473684,0.0,0.039473684210526314,-0.2440944881889764,0,,0.0,
11,Fracture,0.3107142857142857,-0.003497343063254943,0.4369047619047619,0.003497343063254915,0.14642857142857144,-0.10844080629099068,0,,0.014285714285714285,0.10090878720494428
12,Support Devices,0.3891990133714137,0.012806517476297352,0.36699987018044916,-0.025422954217247717,0.15643255874334674,0.01882934320520646,0,,0.008568090354407374,-0.012806517476297352
13,No Finding,0.231422199841738,-0.21832936826177674,0.3905474426300266,-0.04827473414101946,0.3022804114811884,0.04827473414101946,0,,0.0397093734263722,0.08870234280218148
