,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.4148148148148148,0.034744897959183674,0.37671957671957673,-0.08159883054345338,0.13227513227513227,-0.034744897959183674,0,,0.009523809523809525,0.24081065759637188
1,Cardiomegaly,0.4254942935219418,0.0678595686951372,0.33788779938916574,-0.011341631018593645,0.1186304452660344,0.011341631018593756,0,,0.006429834431763382,-0.2807992903906203
2,Lung Opacity,0.40417690417690416,0.08716853439907046,0.36049686049686047,0.028007672399180672,0.12257712257712258,-0.028007672399180672,0,,0.007644007644007644,-0.1326051906938036
3,Lung Lesion,0.423728813559322,0.05923307923307922,0.3832391713747646,0.0446985446985447,0.1167608286252354,-0.07757695660921468,0,,0.01224105461393597,-0.0446985446985447
4,Edema,0.44324324324324327,0.021965482812722925,0.3211948790896159,0.023266803690366933,0.0972972972972973,-0.021965482812722814,0,,0.001422475106685633,-0.40383682784196256
5,Consolidation,0.4088669950738916,-0.002232485010926988,0.36875439831104856,-0.0006361323155216203,0.1301900070372977,0.1267622584416478,0,,0.00844475721323012,0.0006361323155216203
6,Pneumonia,0.3877143996808935,-0.10026080852363983,0.362983645791783,-0.013931499972109074,0.15715995213402473,0.01393149997210913,0,,0.016753091344236137,0.05200256596195685
7,Atelectasis,0.4519856770833333,0.051284116061032226,0.3497721354166667,0.024905096617765854,0.10823567708333333,-0.024905096617765965,0,,0.005533854166666667,-0.3080541457110875
8,Pneumothorax,0.3153526970954357,-0.06222478507024537,0.34716459197787,-0.02988047808764943,0.24343015214384509,0.09806229626946761,0,,0.029045643153526972,0.029880478087649376
9,Pleural Effusion,0.4737283398546674,0.098852315459526,0.31512017887087757,0.04052895668289713,0.08342649524874231,-0.04052895668289702,0,,0.006567915036333147,-0.09234833727379477
10,Pleural Other,0.4375,0.0,0.41776315789473684,0.008880468888757348,0.039473684210526314,-0.18796992481203006,0,,0.0,
11,Fracture,0.3107142857142857,0.021586767591813855,0.4369047619047619,0.09039568738259965,0.14642857142857144,-0.02158676759181384,0,,0.014285714285714285,-0.07036725539669189
12,Support Devices,0.3891990133714137,0.02143253544185353,0.36699987018044916,-0.010200981349083427,0.15643255874334674,0.010200981349083538,0,,0.008568090354407374,-0.037202514187192115
13,No Finding,0.231422199841738,-0.19986985000341073,0.3905474426300266,-0.04741821404590385,0.3022804114811884,0.04741821404590374,0,,0.0397093734263722,0.09017218213563327
