,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.4033457249070632,-0.005299539170506906,0.28810408921933084,0.005299539170506906,0.12825278810408922,0.04849729513123621,0,,0.010223048327137546,-0.16889400921658987
1,Cardiomegaly,0.40029706646862234,-0.02063721512446659,0.24656516895655403,0.01429472040987867,0.1117712588191608,-0.01429472040987878,0,,0.0051986632008912,0.1352069407196893
2,Lung Opacity,0.40711052433044137,0.06282061323722798,0.289607695209355,0.026006301164830048,0.10750660128253489,-0.026006301164830048,0,,0.007921539041870993,-0.044677980362825
3,Lung Lesion,0.4209354120267261,0.12941176470588237,0.2650334075723831,0.04677871148459384,0.133630289532294,-0.04677871148459384,0,,0.0011135857461024498,-0.18011204481792717
4,Edema,0.42326827401454264,0.0450707788879422,0.26942212016838885,0.005956906209987234,0.08151549942594719,-0.005956906209987123,0,,0.007271335629544585,-0.07489686173259646
5,Consolidation,0.3643198906356801,-0.07385101203273503,0.31852358168147643,-0.009513590844062947,0.12303485987696514,0.009513590844062947,0,,0.014354066985645933,0.2142754956059677
6,Pneumonia,0.37254901960784315,-0.02145566619250827,0.28104575163398693,-0.07235325901176573,0.12091503267973856,0.021455666192508327,0,,0.021241830065359478,0.10877375351059565
7,Atelectasis,0.42081447963800905,0.026881720430107503,0.3273001508295626,0.05903737839221712,0.08416289592760182,-0.026881720430107503,0,,0.008144796380090498,-0.2072879330943847
8,Pneumothorax,0.41804979253112035,-0.027667493796526,0.2889004149377593,-0.06604884372591557,0.18516597510373445,0.05511847418868299,0,,0.015560165975103735,0.02766749379652611
9,Pleural Effusion,0.4196073981618064,0.0349302072743658,0.2979689095654147,0.03255062497199945,0.09259049131964144,-0.03255062497199945,0,,0.007261999319187563,-0.14744033085435237
10,Pleural Other,0.36217948717948717,0.03432039936464716,0.25,-0.03432039936464716,0.16025641025641027,0.38157703653278874,0,,0.009615384615384616,-0.09842296346721126
11,Fracture,0.3442796610169492,-0.11920648575025652,0.3082627118644068,0.044134777797192604,0.125,-0.04413477779719266,0,,0.006355932203389831,0.15925505271128193
12,Support Devices,0.3989678096571029,-0.024551110333535964,0.32339048285514344,-0.004958614370567882,0.1309482155353394,0.004958614370567771,0,,0.010321903428971308,0.03715294653772705
13,No Finding,0.2733245729303548,-0.25333277520072095,0.38808585194918965,-0.014753305385359572,0.2606219886114761,0.08282053227611585,0,,0.018396846254927726,0.014753305385359572
