,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80+,Gap_80+,%0-20,Gap_0-20
0,Enlarged Cardiomediastinum,0.4033457249070632,0.001268950778067185,0.28810408921933084,0.031222867828758438,0.12825278810408922,-0.001268950778067185,0,,0.010223048327137546,-0.14619648700995125
1,Cardiomegaly,0.40029706646862234,-0.005864832241768592,0.24656516895655403,0.005864832241768481,0.1117712588191608,-0.051384097030136355,0,,0.0051986632008912,0.043300288351923455
2,Lung Opacity,0.40711052433044137,0.043425395298139935,0.289607695209355,0.014228729590175404,0.10750660128253489,-0.018113441369624006,0,,0.007921539041870993,-0.014228729590175404
3,Lung Lesion,0.4209354120267261,0.1250038904450669,0.2650334075723831,0.05528711484593837,0.133630289532294,-0.05528711484593837,0,,0.0011135857461024498,-0.2136204481792717
4,Edema,0.42326827401454264,0.06786131176201826,0.26942212016838885,0.01860261950490827,0.08151549942594719,-0.01860261950490827,0,,0.007271335629544585,-0.030216160399398007
5,Consolidation,0.3643198906356801,-0.08824394896309479,0.31852358168147643,-0.016905102527420113,0.12303485987696514,0.016905102527420113,0,,0.014354066985645933,0.3089685945909122
6,Pneumonia,0.37254901960784315,-0.09963252726410624,0.28104575163398693,-0.13135427349013643,0.12091503267973856,0.09963252726410621,0,,0.021241830065359478,0.15576558339716234
7,Atelectasis,0.42081447963800905,-0.012544802867383575,0.3273001508295626,0.03753200204813112,0.08416289592760182,0.012544802867383464,0,,0.008144796380090498,-0.12724014336917566
8,Pneumothorax,0.41804979253112035,-0.017142092569037537,0.2889004149377593,-0.05425379073940251,0.18516597510373445,0.017142092569037537,0,,0.015560165975103735,0.023304557555031913
9,Pleural Effusion,0.4196073981618064,0.03257135783807119,0.2979689095654147,0.02802247136478353,0.09259049131964144,-0.02802247136478353,0,,0.007261999319187563,-0.07918668705105802
10,Pleural Other,0.36217948717948717,0.026832312230542305,0.25,-0.026832312230542332,0.16025641025641027,0.27214204674381665,0,,0.009615384615384616,-0.16785795325618336
11,Fracture,0.3442796610169492,-0.09841395717684376,0.3082627118644068,0.09841395717684376,0.125,-0.1389615451820589,0,,0.006355932203389831,0.550303991541105
12,Support Devices,0.3989678096571029,-0.02432393100280661,0.32339048285514344,-0.003763816515909846,0.1309482155353394,0.003763816515909846,0,,0.010321903428971308,0.020135543019764945
13,No Finding,0.2733245729303548,-0.20952660018687097,0.38808585194918965,0.014242717402988325,0.2606219886114761,0.11881050388552716,0,,0.018396846254927726,-0.014242717402988214
