,diseases,#White,FPR_White,FNR_White,#Black,FPR_Black,FNR_Black,#Hisp,FPR_Hisp,FNR_Hisp,#Other,FPR_Other,FNR_Other,#Asian,FPR_Asian,FNR_Asian,#American,FPR_American,FNR_American
0,No Finding,10621,0.056,0.231,938,0.081,0.176,406,0.03,0.161,2209,0.072,0.147,1863,0.062,0.203,214,0.093,0.145
