,diseases,#White,FPR_White,FNR_White,#Black,FPR_Black,FNR_Black,#Hisp,FPR_Hisp,FNR_Hisp,#Other,FPR_Other,FNR_Other,#Asian,FPR_Asian,FNR_Asian,#American,FPR_American,FNR_American
0,No Finding,10621,0.066,0.209,938,0.091,0.15,406,0.042,0.161,2209,0.08,0.139,1863,0.07,0.177,214,0.131,0.145
