,diseases,#White,FPR_White,FNR_White,#Black,FPR_Black,FNR_Black,#Hisp,FPR_Hisp,FNR_Hisp,#Other,FPR_Other,FNR_Other,#Asian,FPR_Asian,FNR_Asian,#American,FPR_American,FNR_American
0,No Finding,10621,0.054,0.244,938,0.076,0.176,406,0.032,0.179,2209,0.066,0.159,1863,0.059,0.206,214,0.107,0.158
